file_name,caption,question,choice,A,B,C,D,answer,interpretation,class
Untitled 216.png,Crying,"From the image I offered to you, why does the person cry?",Select the most suitable option for the question from the following choices.,Feeling sad,Feeling happy,Feeling painful,Feeling angry,C,,Emotional expression
Untitled 217.png,Crying,"From the image I offered to you, why does the person cry?",Select the most suitable option for the question from the following choices.,Feeling sad,Feeling happy,Feeling painful,Feeling angry,D,,Emotional expression
Untitled 218.png,Laughing,"From the image I offered to you, why does the person laugh?",Select the most suitable option for the question from the following choices.,Feeling happy,Feeling awkward,Feeling disdain,Feeling sad,A,,Emotional expression
Untitled 219.png,Laughing,"From the image I offered to you, why does the person laugh?",Select the most suitable option for the question from the following choices.,Feeling happy,Feeling awkward,Feeling disdain,Feeling sad,B,,Emotional expression
Untitled 220.png,Laughing,"From the image I offered to you, why does the person laugh?",Select the most suitable option for the question from the following choices.,Feeling happy,Feeling awkward,Feeling disdain,Feeling sad,C,,Emotional expression
Untitled 221.png,Laughing,"From the image I offered to you, why does the person laugh?",Select the most suitable option for the question from the following choices.,Feeling happy,Feeling awkward,Feeling disdain,Feeling sad,D,,Emotional expression
Untitled 222.png,Screaming,"From the image I offered to you, why does the person scream?",Select the most suitable option for the question from the following choices.,Fealing fear,Feeling excited,Feeling angry,Feeling painful,A,,Emotional expression
Untitled 223.png,Screaming,"From the image I offered to you, why does the person scream?",Select the most suitable option for the question from the following choices.,Fealing fear,Feeling excited,Feeling angry,Feeling painful,B,,Emotional expression
Untitled 224.png,Screaming,"From the image I offered to you, why does the person scream?",Select the most suitable option for the question from the following choices.,Fealing fear,Feeling excited,Feeling angry,Feeling painful,C,,Emotional expression
Untitled 225.png,Screaming,"From the image I offered to you, why does the person scream?",Select the most suitable option for the question from the following choices.,Fealing fear,Feeling excited,Feeling angry,Feeling painful,D,,Emotional expression
Untitled 226.png,Torching head,"From the image I offered to you, why does the person torch another's head?",Select the most suitable option for the question from the following choices.,Love,Consolation,Pride or Approval,Dominance or Control,A,,Emotional expression
Untitled 227.png,Torching head,"From the image I offered to you, why does the person torch another's head?",Select the most suitable option for the question from the following choices.,Love,Consolation,Pride or Approval,Dominance or Control,B,,Emotional expression
Untitled 228.png,Torching head,"From the image I offered to you, why does the person torch another's head?",Select the most suitable option for the question from the following choices.,Love,Consolation,Pride or Approval,Dominance or Control,C,,Emotional expression
Untitled 229.png,Torching head,"From the image I offered to you, why does the person torch another's head?",Select the most suitable option for the question from the following choices.,Love,Consolation,Pride or Approval,Dominance or Control,D,,Emotional expression
Noun_0.png,What is distinctive about Apple?," From the scene I offered to you,answer the question below.What is distinctive about Apple?", Select the most suitable option for the question from the following choices.,Sweetness,Iphone,Bird,Vegetable,A,,Noun
Noun_1.png,What is distinctive about Apple?," From the scene I offered to you,answer the question below.What is distinctive about Apple?", Select the most suitable option for the question from the following choices.,Sweetness,Iphone,Bird,Vegetable,B,,Noun
Noun_2.png,Where can you most likely find a bat?," From the scene I offered to you,answer the question below.Where can you most likely find a bat?", Select the most suitable option for the question from the following choices.,Ocean,Baseball field,Cave,Hospital,C,,Noun
Noun_3.png,Where can you most likely find a bat?," From the scene I offered to you,answer the question below.Where can you most likely find a bat?", Select the most suitable option for the question from the following choices.,Ocean,Baseball field,Cave,Hospital,B,,Noun
Noun_4.png,Where can you commonly see a crane?," From the scene I offered to you,answer the question below.Where can you commonly see a crane?", Select the most suitable option for the question from the following choices.,Office,Wetland,Forest,Construction site,B,,Noun
Noun_5.png,Where can you commonly see a crane?," From the scene I offered to you,answer the question below.Where can you commonly see a crane?", Select the most suitable option for the question from the following choices.,Office,Wetland,Forest,Construction site,D,,Noun
Noun_6.png,What makes a date sweet?," From the scene I offered to you,answer the question below.What makes a date sweet?", Select the most suitable option for the question from the following choices.,Romance,Sugar,Chocolate,Friendship,B,,Noun
Noun_7.png,What is sweet about a date?," From the scene I offered to you,answer the question below.What is sweet about a date?", Select the most suitable option for the question from the following choices.,Romance,Sugar,Chocolate,Friendship,A,,Noun
Noun_8.png,What can a match ignite?," From the scene I offered to you,answer the question below.What can a match ignite?", Select the most suitable option for the question from the following choices.,Excitement,Fire,Light,Conversation,B,,Noun
Noun_9.png,What can a match ignite?," From the scene I offered to you,answer the question below.What can a match ignite?", Select the most suitable option for the question from the following choices.,Excitement,Fire,Light,Conversation,A,,Noun
Noun_10.png,What information can bark provide?," From the scene I offered to you,answer the question below.What information can bark provide?", Select the most suitable option for the question from the following choices.,Weather,Dog's mood,Tree health,Soil quality,C,,Noun
Noun_11.png,What information can bark provide?," From the scene I offered to you,answer the question below.What information can bark provide?", Select the most suitable option for the question from the following choices.,Weather,Dog's mood,Tree health,Soil quality,B,,Noun
Noun_12.png,What do people go to the bank for?," From the scene I offered to you,answer the question below.What do people go to the bank for?", Select the most suitable option for the question from the following choices.,Safety,Fish,Relaxation,Transactions,D,,Noun
Noun_13.png,What do people go to the bank for?," From the scene I offered to you,answer the question below.What do people go to the bank for?", Select the most suitable option for the question from the following choices.,Safety,Fish,Relaxation,Transactions,B,,Noun
Noun_14.png,How can we deal with this mouse?," From the scene I offered to you,answer the question below.How can we deal with this mouse?", Select the most suitable option for the question from the following choices.,Catch,Charge,Repaire,Program,A,,Noun
Noun_15.png,How can we deal with this mouse?," From the scene I offered to you,answer the question below.How can we deal with this mouse?", Select the most suitable option for the question from the following choices.,Catch,Charge,Repaire,Program,C,,Noun
Noun_16.png,What might spring bring?," From the scene I offered to you,answer the question below.What might spring bring?", Select the most suitable option for the question from the following choices.,Snow,Water,Flowers,Money,C,,Noun
Noun_18.png,What might spring bring?," From the scene I offered to you,answer the question below.What might spring bring?", Select the most suitable option for the question from the following choices.,Snow,Water,Flowers,Money,B,,Noun
Noun_19.png,What can the glasses be used for?," From the scene I offered to you,answer the question below.What can the glasses be used for?", Select the most suitable option for the question from the following choices.,Seeing clearly,Decoration,Sun protection,Artistic expression,A,,Noun
Noun_20.png,What can the glasses be used for?," From the scene I offered to you,answer the question below.What can the glasses be used for?", Select the most suitable option for the question from the following choices.,Seeing clearly,Decoration,Sun protection,Artistic expression,B,,Noun
Noun_21.png,What makes a pilot successful?," From the scene I offered to you,answer the question below.What makes a pilot successful?", Select the most suitable option for the question from the following choices.,Viewer engagement,Skills,Personality,Appearance,B,,Noun
Noun_22.png,What makes a pilot successful?," From the scene I offered to you,answer the question below.What makes a pilot successful?", Select the most suitable option for the question from the following choices.,Viewer engagement,Skills,Personality,Appearance,A,,Noun
Noun_23.png,What makes the star shine?," From the scene I offered to you,answer the question below.What makes the star shine?", Select the most suitable option for the question from the following choices.,Nuclear fusion,Photosynthesis,Conductivity ,Fame,A,,Noun
Noun_24.png,What makes the star shine?," From the scene I offered to you,answer the question below.What makes the star shine?", Select the most suitable option for the question from the following choices.,Nuclear fusion,Photosynthesis,Conductivity ,Fame,D,,Noun
Noun_25.png,What makes the rock stand out?," From the scene I offered to you,answer the question below.What makes the rock stand out?", Select the most suitable option for the question from the following choices.,Transparency,Electricity,Shape,Rhythm ,C,,Noun
Noun_26.png,What makes the rock stand out?," From the scene I offered to you,answer the question below.What makes the rock stand out?", Select the most suitable option for the question from the following choices.,Transparency,Electricity,Shape,Rhythm ,D,,Noun
Noun_27.png,How do you capture the essence of this bass?," From the scene I offered to you,answer the question below.How do you capture the essence of this bass?", Select the most suitable option for the question from the following choices.,Cooking,Playing,Photography,Drinking,A,,Noun
Noun_28.png,How do you capture the essence of this bass?," From the scene I offered to you,answer the question below.How do you capture the essence of this bass?", Select the most suitable option for the question from the following choices.,Cooking,Playing,Photography,Drinking,B,,Noun
Noun_29.png,What can a ring signify?," From the scene I offered to you,answer the question below.What can a ring signify?", Select the most suitable option for the question from the following choices.,Aerodynamics,Time,Commitment,Temperature,C,,Noun
Noun_30.png,What can a ring signify?," From the scene I offered to you,answer the question below.What can a ring signify?", Select the most suitable option for the question from the following choices.,Aerodynamics,Time,Commitment,Temperature,B,,Noun
Noun_31.png,How can we protect the seal?," From the scene I offered to you,answer the question below.How can we protect the seal?", Select the most suitable option for the question from the following choices.,Fire,Conservation efforts,Vehicle maintenance,Wax sealant,B,,Noun
Noun_32.png,How can we protect the seal?," From the scene I offered to you,answer the question below.How can we protect the seal?", Select the most suitable option for the question from the following choices.,Fire,Conservation efforts,Vehicle maintenance,Wax sealant,D,,Noun
Noun_33.png,What message does that wave carry?," From the scene I offered to you,answer the question below.What message does that wave carry?", Select the most suitable option for the question from the following choices.,Farewell,Data,Danger,Support,C,,Noun
Noun_34.png,What message does that wave carry?," From the scene I offered to you,answer the question below.What message does that wave carry?", Select the most suitable option for the question from the following choices.,Farewell,Data,Danger,Support,D,,Noun
Noun_36.png,What is the bow used for?," From the scene I offered to you,answer the question below.What is the bow used for?", Select the most suitable option for the question from the following choices.,Decoration,Archery,Food,Music,A,,Noun
Noun_37.png,What is the bow used for?," From the scene I offered to you,answer the question below.What is the bow used for?", Select the most suitable option for the question from the following choices.,Decoration,Archery,Food,Music,B,,Noun
Noun_38.png,What is a scale used for?," From the scene I offered to you,answer the question below.What is a scale used for?", Select the most suitable option for the question from the following choices.,Measuring weight,Speed measurement,Temperature regulation,Creating harmony,A,,Noun
Noun_39.png,What is a scale used for?," From the scene I offered to you,answer the question below.What is a scale used for?", Select the most suitable option for the question from the following choices.,Measuring weight,Speed measurement,Temperature regulation,Creating harmony,D,,Noun
Noun_40.png,What properties make lead so critical?," From the scene I offered to you,answer the question below.What properties make lead so critical?", Select the most suitable option for the question from the following choices.,Money,Smell,High density,Strong influence,C,,Noun
Noun_41.png,What properties make lead so critical?," From the scene I offered to you,answer the question below.What properties make lead so critical?", Select the most suitable option for the question from the following choices.,Money,Smell,High density,Strong influence,D,,Noun
Noun_42.png,What can be the purpose of a draft?," From the scene I offered to you,answer the question below.What can be the purpose of a draft?", Select the most suitable option for the question from the following choices.,Military service,Energy conservation,Legislative review,Sports training,C,,Noun
Noun_43.png,What can be the purpose of a draft?," From the scene I offered to you,answer the question below.What can be the purpose of a draft?", Select the most suitable option for the question from the following choices.,Military service,Energy conservation,Legislative review,Sports training,A,,Noun
Noun_48.png,What role does the pole play?," From the scene I offered to you,answer the question below.What role does the pole play?", Select the most suitable option for the question from the following choices.,Geographic landmark,Climate control,Transmission of forces,Structural support,A,,Noun
Noun_49.png,What role does the pole play?," From the scene I offered to you,answer the question below.What role does the pole play?", Select the most suitable option for the question from the following choices.,Geographic landmark,Climate control,Transmission of forces,Structural support,D,,Noun
Noun_50.png,What details are critical to this watch?," From the scene I offered to you,answer the question below.What details are critical to this watch?", Select the most suitable option for the question from the following choices.,Sound quality,Compelling storyline,Precision timing,Fuel efficiency,C,,Noun
Noun_51.png,What details are critical to this watch?," From the scene I offered to you,answer the question below.What details are critical to this watch?", Select the most suitable option for the question from the following choices.,Sound quality,Compelling storyline,Precision timing,Fuel efficiency,B,,Noun
Noun_54.png,How can we build the block?," From the scene I offered to you,answer the question below.How can we build the block?", Select the most suitable option for the question from the following choices.,Waterproofing,Interlocking,Nutrition education,City planning,D,,Noun
Noun_55.png,How can we build the block?," From the scene I offered to you,answer the question below.How can we build the block?", Select the most suitable option for the question from the following choices.,Waterproofing,Interlocking,Nutrition education,City planning,B,,Noun
Noun_56.png,What can the bar be used for?," From the scene I offered to you,answer the question below.What elements make this bar appealing?", Select the most suitable option for the question from the following choices.,serving food or drink,Building Materials,Technological innovations,Education,A,,Noun
Noun_57.png,What can the bar be used for?," From the scene I offered to you,answer the question below.What elements make this bar appealing?", Select the most suitable option for the question from the following choices.,serving food or drink,Building Materials,Technological innovations,Education,B,,Noun
Noun_58.png,How can we use these files?," From the scene I offered to you,answer the question below.How can we use these files?", Select the most suitable option for the question from the following choices.,Organizing documents,Gardening,Craftsmanship,Decorating a room,C,,Noun
Noun_59.png,How can we use these files?," From the scene I offered to you,answer the question below.How can we use these files?", Select the most suitable option for the question from the following choices.,Organizing documents,Gardening,Craftsmanship,Decorating a room,A,,Noun
Noun_60.png,What can the hammer be used for?," From the scene I offered to you,answer the question below.What can the hammer be used for?", Select the most suitable option for the question from the following choices.,Driving nails,Creating music,Cooking meals,Analyzing data,A,,Noun
Noun_61.png,What can the hammer be used for?," From the scene I offered to you,answer the question below.What can the hammer be used for?", Select the most suitable option for the question from the following choices.,Driving nails,Creating music,Cooking meals,Analyzing data,B,,Noun
Noun_62.png,What can the bill be used for?," From the scene I offered to you,answer the question below.What can the bill be used for?", Select the most suitable option for the question from the following choices.,Navigating routes,Grasping food,Storing energy,Making payments,D,,Noun
Noun_63.png,What can the bill be used for?," From the scene I offered to you,answer the question below.What can the bill be used for?", Select the most suitable option for the question from the following choices.,Navigating routes,Grasping food,Storing energy,Making payments,B,,Noun
Noun_64.png,What value does this pound represent?," From the scene I offered to you,answer the question below.What value does this pound represent?", Select the most suitable option for the question from the following choices.,Physical weight,Monetary value,Intellectual property,Health benefit,A,,Noun
Noun_65.png,What value does this pound represent?," From the scene I offered to you,answer the question below.What value does this pound represent?", Select the most suitable option for the question from the following choices.,Physical weight,Monetary value,Intellectual property,Health benefit,B,,Noun
Noun_66.png,What function does a cap serve?," From the scene I offered to you,answer the question below.What function does a cap serve?", Select the most suitable option for the question from the following choices.,Increasing efficiency,Storing data,Controlling expenses,Protecting the head,D,,Noun
Noun_67.png,What function does a cap serve?," From the scene I offered to you,answer the question below.What function does a cap serve?", Select the most suitable option for the question from the following choices.,Increasing efficiency,Storing data,Controlling expenses,Protecting the head,C,,Noun
Noun_68.png,What are the challenges in maintaining this park?," From the scene I offered to you,answer the question below.What are the challenges in maintaining this park?", Select the most suitable option for the question from the following choices.,Public safety,Technological upgrades,Culinary development,Precision driving,A,,Noun
Noun_69.png,What are the challenges in maintaining this park?," From the scene I offered to you,answer the question below.What are the challenges in maintaining this park?", Select the most suitable option for the question from the following choices.,Public safety,Technological upgrades,Culinary development,Precision driving,D,,Noun
Noun_70.png,How can you use the arms to protect yourself?," From the scene I offered to you,answer the question below.How can you use the arms to protect yourself?", Select the most suitable option for the question from the following choices.,By practicing martial arts,By installing security cameras,By enlisting for diplomacy courses,By loading them,A,,Noun
Noun_71.png,How can you use the arms to protect yourself?," From the scene I offered to you,answer the question below.How can you use the arms to protect yourself?", Select the most suitable option for the question from the following choices.,By practicing martial arts,By installing security cameras,By enlisting for diplomacy courses,By loading them,D,,Noun
Noun_72.png,How can we best utilize the space on this table?," From the scene I offered to you,answer the question below.How can we best utilize the space on this table?", Select the most suitable option for the question from the following choices.,By organizing a buffet,By improving its design with CSS,By teaching robotics classes,By arranging books alphabetically,A,,Noun
Noun_73.png,How can we best utilize the space on this table?," From the scene I offered to you,answer the question below.How can we best utilize the space on this table?", Select the most suitable option for the question from the following choices.,By organizing a buffet,By improving its design with CSS,By teaching robotics classes,By arranging books alphabetically,B,,Noun
Noun_74.png,What effects will the fall bring?," From the scene I offered to you,answer the question below.What effects will the fall bring?", Select the most suitable option for the question from the following choices.,Changing leaf colors,Improved network security,Faster internet speed,Decreased market prices,A,,Noun
Noun_75.png,What effects will the fall bring?," From the scene I offered to you,answer the question below.What effects will the fall bring?", Select the most suitable option for the question from the following choices.,Changing leaf colors,Improved network security,Faster internet speed,Decreased market prices,D,,Noun
Noun_76.png,What is the significance of a letter in this context?," From the scene I offered to you,answer the question below.What is the significance of a letter in this context?", Select the most suitable option for the question from the following choices.,Expressing personal sentiments,Calculating mathematical equations,Programming computer software,Teaching a foreign language,D,,Noun
Noun_77.png,What is the significance of a letter in this context?," From the scene I offered to you,answer the question below.What is the significance of a letter in this context?", Select the most suitable option for the question from the following choices.,Expressing personal sentiments,Calculating mathematical equations,Programming computer software,Teaching a foreign language,A,,Noun
Noun_78.png,What is the antonym of right?," From the scene I offered to you,answer the question below.What is the antonym of right?", Select the most suitable option for the question from the following choices.,Wrong,Left,Accelerate,Decrease,A,,Adjective
Noun_79.png,What is the antonym of right?," From the scene I offered to you,answer the question below.What is the antonym of right?", Select the most suitable option for the question from the following choices.,Wrong,Left,Accelerate,Decrease,B,,Adjective
Noun_82.png,What adjustments can improve this pitch?," From the scene I offered to you,answer the question below.What adjustments can improve this pitch?", Select the most suitable option for the question from the following choices.,Increasing the speed,Enhancing the storyline,Changing the key,Upgrading the software,A,,Noun
Noun_83.png,What adjustments can improve this pitch?," From the scene I offered to you,answer the question below.What adjustments can improve this pitch?", Select the most suitable option for the question from the following choices.,Increasing the speed,Enhancing the storyline,Changing the key,Upgrading the software,C,,Noun
Noun_84.png,What aspects define the power of this jaguar?," From the scene I offered to you,answer the question below.What aspects define the power of this jaguar?", Select the most suitable option for the question from the following choices.,Its horsepower and acceleration,Its hunting skills,Its screenplay writing,Its floral scent,B,,Noun
Noun_85.png,What aspects define the power of this jaguar?," From the scene I offered to you,answer the question below.What aspects define the power of this jaguar?", Select the most suitable option for the question from the following choices.,Its horsepower and acceleration,Its hunting skills,Its screenplay writing,Its floral scent,A,,Noun
Noun_86.png,What are the key features of this turkey?," From the scene I offered to you,answer the question below.What are the key features of this turkey?", Select the most suitable option for the question from the following choices.,Its ability to solve puzzles,Its colorful feathers,Its rich historical sites,Its space exploration programs,C,,Noun
Noun_87.png,What are the key features of this turkey?," From the scene I offered to you,answer the question below.What are the key features of this turkey?", Select the most suitable option for the question from the following choices.,Its ability to solve puzzles,Its colorful feathers,Its rich historical sites,Its space exploration programs,B,,Noun
Noun_88.png,How can we best use a clip in this project?," From the scene I offered to you,answer the question below.How can we best use a clip in this project?", Select the most suitable option for the question from the following choices.,To calculate the budget,To enhance our movie's storyline,To track our fitness routine,To keep the papers organized,D,,Noun
Noun_89.png,How can we best use a clip in this project?," From the scene I offered to you,answer the question below.How can we best use a clip in this project?", Select the most suitable option for the question from the following choices.,To calculate the budget,To enhance our movie's storyline,To track our fitness routine,To keep the papers organized,B,,Noun
Noun_92.png,How can we use the paste effectively?," From the scene I offered to you,answer the question below.How can we use the paste effectively?", Select the most suitable option for the question from the following choices.,By brushing it onto paper as adhesive,To thicken a sauce,For polishing wood,As a solvent in chemical reactions,A,,Noun
Noun_93.png,How can we use the paste effectively?," From the scene I offered to you,answer the question below.How can we use the paste effectively?", Select the most suitable option for the question from the following choices.,By brushing it onto paper as adhesive,To thicken a sauce,For polishing wood,As a solvent in chemical reactions,B,,Noun
Noun_94.png,What is the role of a server?," From the scene I offered to you,answer the question below.What is the role of a server?", Select the most suitable option for the question from the following choices.,To process customer requests online,To facilitate data storage,To ensure a pleasant dining experience,To perform network maintenance,B,,Noun
Noun_95.png,What is the role of a server?," From the scene I offered to you,answer the question below.What is the role of a server?", Select the most suitable option for the question from the following choices.,To process customer requests online,To facilitate data storage,To ensure a pleasant dining experience,To perform network maintenance,C,,Noun
Noun_96.png,How does the web play a crucial role?," From the scene I offered to you,answer the question below.How does the web play a crucial role?", Select the most suitable option for the question from the following choices.,By connecting billions of devices worldwide,By providing a habitat for aquatic life,By catching prey for spiders,By filtering pollutants from the air,C,,Noun
Noun_97.png,How does the web play a crucial role?," From the scene I offered to you,answer the question below.How does the web play a crucial role?", Select the most suitable option for the question from the following choices.,By connecting billions of devices worldwide,By providing a habitat for aquatic life,By catching prey for spiders,By filtering pollutants from the air,A,,Noun
Noun_98.png,What is the significance of the transformer?," From the scene I offered to you,answer the question below.What is the significance of the transformer?", Select the most suitable option for the question from the following choices.,Facilitating high-speed internet connections,Reducing power supply to protect appliances,Improving natural language processing tasks,Enhancing graphics rendering in video games,B,,Noun
Noun_100.png,What is the significance of the transformer?," From the scene I offered to you,answer the question below.What is the significance of the transformer?", Select the most suitable option for the question from the following choices.,Facilitating high-speed internet connections,Reducing power supply to protect appliances,Improving natural language processing tasks,Enhancing graphics rendering in video games,C,,Noun
Noun_103.png,What is this plot primarily used for?," From the scene I offered to you,answer the question below.What is this plot primarily used for?", Select the most suitable option for the question from the following choices.,Developing characters,Gardening,Computing data,Hosting events,A,,Noun
Noun_104.png,What is this plot primarily used for?," From the scene I offered to you,answer the question below.What is this plot primarily used for?", Select the most suitable option for the question from the following choices.,Developing characters,Gardening,Computing data,Hosting events,B,,Noun
Noun_105.png,What is this port used for?," From the scene I offered to you,answer the question below.What is this port used for?", Select the most suitable option for the question from the following choices.,Connecting devices,Breeding horses,Shipping goods,Improving fitness,C,,Noun
Noun_106.png,What is this port used for?," From the scene I offered to you,answer the question below.What is this port used for?", Select the most suitable option for the question from the following choices.,Connecting devices,Breeding horses,Shipping goods,Improving fitness,A,,Noun
Noun_107.png,What is the square used for?," From the scene I offered to you,answer the question below.What is the square used for?", Select the most suitable option for the question from the following choices.,Gathering people,Measuring area,Storing food,Enhancing security,B,,Noun
Noun_108.png,What is a square used for?," From the scene I offered to you,answer the question below.What is a square used for?", Select the most suitable option for the question from the following choices.,Gathering people,Measuring area,Storing food,Enhancing security,A,,Noun
Noun_109.png,What is the purpose of a stalk?," From the scene I offered to you,answer the question below.What is the purpose of a stalk?", Select the most suitable option for the question from the following choices.,Providing support,Observing secretly,Transmitting sound,Conducting heat,A,,Noun
Noun_110.png,What is the purpose of a stalk?," From the scene I offered to you,answer the question below.What is the purpose of a stalk?", Select the most suitable option for the question from the following choices.,Providing support,Observing secretly,Transmitting sound,Conducting heat,B,,Noun
Noun_113.png,What does a trip involve?," From the scene I offered to you,answer the question below.What does a trip involve?", Select the most suitable option for the question from the following choices.,Negotiating a deal,Exploring new places,Studying a subject,Falling down,D,,Noun
Noun_114.png,What does a trip involve?," From the scene I offered to you,answer the question below.What does a trip involve?", Select the most suitable option for the question from the following choices.,Negotiating a deal,Exploring new places,Studying a subject,Falling down,B,,Noun
Noun_115.png,How can we create a good vault?," From the scene I offered to you,answer the question below.How can we create a good vault?", Select the most suitable option for the question from the following choices.,use durable materials,Optimizing workflows,Upgrading software,Improving technique,A,,Noun
Noun_116.png,How can we create a good vault?," From the scene I offered to you,answer the question below.How can we create a good vault?", Select the most suitable option for the question from the following choices.,use durable materials,Optimizing workflows,Upgrading software,Improving technique,D,,Noun
Noun_117.png,How to deal with the virus?," From the scene I offered to you,answer the question below.How to deal with the virus?", Select the most suitable option for the question from the following choices.,Vaccination,Antivirus software,Financial investment,Customer service,A,,Noun
Noun_118.png,How to deal with the virus?," From the scene I offered to you,answer the question below.How to deal with the virus?", Select the most suitable option for the question from the following choices.,Vaccination,Antivirus software,Financial investment,Customer service,B,,Noun
Noun_123.png,What is a beam used for?," From the scene I offered to you,answer the question below.What is a beam used for?", Select the most suitable option for the question from the following choices.,Illuminating spaces,Supporting structures,Conducting heat,Filtering water,A,,Noun
Noun_124.png,What is a beam used for?," From the scene I offered to you,answer the question below.What is a beam used for?", Select the most suitable option for the question from the following choices.,Illuminating spaces,Supporting structures,Conducting heat,Filtering water,B,,Noun
Noun_125.png,What is the purpose of a branch?," From the scene I offered to you,answer the question below.What is the purpose of a branch?", Select the most suitable option for the question from the following choices.,Conducting nutrients,Distributing resources,Generating power,Enhancing communication,A,,Noun
Noun_126.png,What is the purpose of a branch?," From the scene I offered to you,answer the question below.What is the purpose of a branch?", Select the most suitable option for the question from the following choices.,Conducting nutrients,Distributing resources,Generating power,Enhancing communication,B,,Noun
Noun_127.png,What does a charge involve?," From the scene I offered to you,answer the question below.What does a charge involve?", Select the most suitable option for the question from the following choices.,Paying fees,Storing energy,Improving efficiency,Enhancing flavor,A,,Noun
Noun_128.png,What does a charge involve?," From the scene I offered to you,answer the question below.What does a charge involve?", Select the most suitable option for the question from the following choices.,Paying fees,Storing energy,Improving efficiency,Enhancing flavor,B,,Noun
Noun_129.png,What does a check involve?," From the scene I offered to you,answer the question below.What does a check involve?", Select the most suitable option for the question from the following choices.,Confirming details,Making a payment,Programming software,Repairing machinery,A,,Noun
Noun_130.png,What does a check involve?," From the scene I offered to you,answer the question below.What does a check involve?", Select the most suitable option for the question from the following choices.,Confirming details,Making a payment,Programming software,Repairing machinery,B,,Noun
Noun_131.png,What does a fan do?," From the scene I offered to you,answer the question below.What does a fan do?", Select the most suitable option for the question from the following choices.,Cool rooms,Support publicly,Clean surfaces,Prepare meals,A,,Noun
Noun_132.png,What does a fan do?," From the scene I offered to you,answer the question below.What does a fan do?", Select the most suitable option for the question from the following choices.,Cool rooms,Support publicly,Clean surfaces,Prepare meals,B,,Noun
Noun_133.png,What are the key components of a jam?," From the scene I offered to you,answer the question below.What are the key components of a jam?", Select the most suitable option for the question from the following choices.,Fresh fruit,Musical harmony,Organic ingredients,"high vehicle density,",A,,Noun
Noun_134.png,What are the key components of a jam?," From the scene I offered to you,answer the question below.What are the key components of a jam?", Select the most suitable option for the question from the following choices.,Fresh fruit,Musical harmony,Organic ingredients,"high vehicle density,",B,,Noun
Noun_139.png,What can a line be used for?," From the scene I offered to you,answer the question below.What can a line be used for?", Select the most suitable option for the question from the following choices.,Holding items together,Organizing people,Transmitting data,Watering plants,A,,Noun
Noun_140.png,What can a line be used for?," From the scene I offered to you,answer the question below.What can a line be used for?", Select the most suitable option for the question from the following choices.,Holding items together,Organizing people,Transmitting data,Watering plants,B,,Noun
Noun_141.png,What does mint involve?," From the scene I offered to you,answer the question below.What does mint involve?", Select the most suitable option for the question from the following choices.,Flavoring food,Producing currency,Improving health,Building infrastructure,A,,Noun
Noun_142.png,What does mint involve?," From the scene I offered to you,answer the question below.What does mint involve?", Select the most suitable option for the question from the following choices.,Flavoring food,Producing currency,Improving health,Building infrastructure,B,,Noun
Noun_147.png,What does race involve?," From the scene I offered to you,answer the question below.What does race involve?", Select the most suitable option for the question from the following choices.,Running,Cultural identity,Planting crops,Designing software,A,,Noun
Noun_148.png,What does race involve?," From the scene I offered to you,answer the question below.What does race involve?", Select the most suitable option for the question from the following choices.,Running,Cultural identity,Planting crops,Designing software,B,,Noun
Sentence_0.png,He’s going to break the record.,"From the image I offered to you, How do you undertand the sentence ""He’s going to break the record."" here?",Select the most suitable option for the question from the following choices.,He will achieve a new sports record.,He will damage a music record.,He will break a record player.,He will disrupt a recording session.,A,,High level expression
Sentence_1.png,He’s going to break the record.,"From the image I offered to you, How do you undertand the sentence ""He’s going to break the record."" here?",Select the most suitable option for the question from the following choices.,He will achieve a new sports record.,He will damage a music record.,He will break a record player.,He will disrupt a recording session.,B,,High level expression
Sentence_2.png,She caught a cold turkey.,"From the image I offered to you, how do you understand the sentence ""She caught a cold turkey."" here?",Select the most suitable option for the question from the following choices.,She cooked a cold turkey for dinner.,She experienced severe withdrawal symptoms.,She literally caught a cold turkey.,She suddenly stopped an addictive behavior.,D,,High level expression
Sentence_59.png,She caught a cold turkey.,"From the image I offered to you, how do you understand the sentence ""She caught a cold turkey."" here?",Select the most suitable option for the question from the following choices.,She cooked a cold turkey for dinner.,She experienced severe withdrawal symptoms.,She literally caught a cold turkey.,She suddenly stopped an addictive behavior.,C,,High level expression
Sentence_3.png,He’s looking into it.,"From the image I offered to you, how do you understand the sentence ""He’s looking into it."" here?",Select the most suitable option for the question from the following choices.,He is staring into a mirror.,He is investigating something.,He is looking through a window at items in a store.,He is examining his reflection.,B,,High level expression
Sentence_4.png,He’s looking into it.,"From the image I offered to you, how do you understand the sentence ""He’s looking into it."" here?",Select the most suitable option for the question from the following choices.,He is staring into a mirror.,He is investigating something.,He is looking through a window at items in a store.,He is examining his reflection.,C,,High level expression
Sentence_5.png,Let's wrap this up.,"From the image I offered to you, how do you understand the sentence ""Let's wrap this up."" here?",Select the most suitable option for the question from the following choices.,Let's finish wrapping the gift.,Let's start this project.,Let's conclude this discussion.,Let's send the present.,C,,High level expression
Sentence_6.png,Let's wrap this up.,"From the image I offered to you, how do you understand the sentence ""Let's wrap this up."" here?",Select the most suitable option for the question from the following choices.,Let's finish wrapping the gift.,Let's start this project.,Let's conclude this discussion.,Let's package the present.,A,,High level expression
